,% Dly Qt to Traded Qty,Average Price,Close Price,Date,Deliverable Qty,High Price,Last Price,Low Price,No. of Trades,Open Price,Prev Close,Series,Symbol,Total Traded Quantity,Turnover in Lacs
358,,871.75,869.3,18-Jun-2010,,885.0,868.0,864.05,-,876.1,883.85,EQ,ICICIBANK,3185066,27765.96
359,,899.26,899.8,21-Jun-2010,,910.0,899.5,875.6,-,878.9,869.3,EQ,ICICIBANK,5197811,46741.84
360,,896.11,891.6,22-Jun-2010,,905.8,892.1,888.4,-,897.0,899.8,EQ,ICICIBANK,3296032,29536.06
361,,896.96,900.4,23-Jun-2010,,904.7,902.0,881.55,-,886.1,891.6,EQ,ICICIBANK,3219018,28873.25
362,,890.61,885.7,24-Jun-2010,,902.0,880.0,878.15,-,898.2,900.4,EQ,ICICIBANK,3487698,31061.73
363,,868.43,856.55,25-Jun-2010,,881.95,852.05,851.55,-,880.0,885.7,EQ,ICICIBANK,3670962,31879.84
364,,863.28,870.15,28-Jun-2010,,871.95,871.0,852.0,-,852.0,856.55,EQ,ICICIBANK,2536694,21898.71
365,,852.58,848.3,29-Jun-2010,,870.15,848.0,841.65,-,870.15,870.15,EQ,ICICIBANK,3303161,28162.23
366,,852.96,861.7,30-Jun-2010,,864.35,860.1,834.25,-,836.1,848.3,EQ,ICICIBANK,4010160,34205.07
367,,842.08,841.45,01-Jul-2010,,857.0,841.7,836.55,-,854.45,861.7,EQ,ICICIBANK,3342467,28146.09
368,,840.02,840.05,02-Jul-2010,,847.75,839.45,833.2,-,842.5,841.45,EQ,ICICIBANK,3261874,27400.28
369,,841.55,840.6,05-Jul-2010,,845.7,840.75,834.0,-,838.0,840.05,EQ,ICICIBANK,1459645,12283.6
370,,852.13,858.8,06-Jul-2010,,861.7,857.15,838.45,-,839.5,840.6,EQ,ICICIBANK,2319110,19761.89
371,,847.78,846.2,07-Jul-2010,,858.1,844.95,844.25,-,857.0,858.8,EQ,ICICIBANK,2084301,17670.37
372,,862.12,862.3,08-Jul-2010,,865.8,863.0,855.05,-,858.0,846.2,EQ,ICICIBANK,1672806,14421.53
373,,872.4,875.9,09-Jul-2010,,879.0,877.6,866.0,-,866.5,862.3,EQ,ICICIBANK,3217777,28071.89
374,,887.8,893.45,12-Jul-2010,,895.0,890.0,876.05,-,884.9,875.9,EQ,ICICIBANK,4040383,35870.38
375,,894.1,899.45,13-Jul-2010,,901.0,899.5,860.25,-,860.25,893.45,EQ,ICICIBANK,2526351,22588.07
376,,899.5,891.25,14-Jul-2010,,914.45,888.05,886.15,-,903.0,899.45,EQ,ICICIBANK,2597757,23366.81
377,,888.13,881.85,15-Jul-2010,,900.85,884.0,878.3,-,889.05,891.25,EQ,ICICIBANK,2812591,24979.44
378,,898.29,902.4,16-Jul-2010,,905.0,901.0,886.0,-,886.0,881.85,EQ,ICICIBANK,3003602,26980.95
379,,898.11,900.05,19-Jul-2010,,904.35,900.7,887.0,-,895.1,902.4,EQ,ICICIBANK,3125514,28070.54
380,,896.92,886.85,20-Jul-2010,,906.1,885.15,883.0,-,900.05,900.05,EQ,ICICIBANK,1455851,13057.81
381,,896.94,902.6,21-Jul-2010,,904.9,900.5,890.65,-,894.0,886.85,EQ,ICICIBANK,2933359,26310.57
382,,898.57,908.7,22-Jul-2010,,910.0,908.0,886.2,-,899.0,902.6,EQ,ICICIBANK,2820295,25342.37
383,,913.1,912.85,23-Jul-2010,,920.8,909.5,905.4,-,915.0,908.7,EQ,ICICIBANK,4775083,43601.48
384,,917.9,916.7,26-Jul-2010,,926.4,918.0,911.2,-,918.8,912.85,EQ,ICICIBANK,2054200,18855.51
385,,915.93,924.2,27-Jul-2010,,927.5,923.6,898.25,-,915.3,916.7,EQ,ICICIBANK,4152329,38032.36
386,,911.34,908.85,28-Jul-2010,,925.5,910.3,902.5,-,925.0,924.2,EQ,ICICIBANK,2064320,18812.88
387,,919.69,928.7,29-Jul-2010,,932.0,929.0,900.3,-,902.0,908.85,EQ,ICICIBANK,5063707,46570.52
388,,913.74,904.9,30-Jul-2010,,931.5,901.35,900.0,-,927.0,928.7,EQ,ICICIBANK,2386090,21802.7
389,,933.09,939.55,02-Aug-2010,,941.9,940.1,911.0,-,912.0,904.9,EQ,ICICIBANK,6396138,59681.71
390,,959.81,962.0,03-Aug-2010,,966.0,960.1,943.0,-,944.4,939.55,EQ,ICICIBANK,6550962,62876.56
391,,965.17,969.25,04-Aug-2010,,973.0,969.1,957.05,-,963.05,962.0,EQ,ICICIBANK,4469083,43134.25
392,,958.93,955.4,05-Aug-2010,,973.0,958.45,952.65,-,973.0,969.25,EQ,ICICIBANK,3060642,29349.28
393,,956.76,949.8,06-Aug-2010,,963.0,950.0,942.55,-,955.0,955.4,EQ,ICICIBANK,3518166,33660.48
394,,972.37,980.1,09-Aug-2010,,982.0,977.0,949.0,-,949.0,949.8,EQ,ICICIBANK,4733829,46030.38
395,,984.02,988.9,10-Aug-2010,,995.0,989.5,966.65,-,977.15,980.1,EQ,ICICIBANK,5842996,57496.3
396,,985.26,971.85,11-Aug-2010,,999.0,965.4,962.7,-,980.1,988.9,EQ,ICICIBANK,4386569,43219.32
397,,971.35,963.3,12-Aug-2010,,988.0,963.1,957.0,-,964.0,971.85,EQ,ICICIBANK,5083185,49375.52
398,,978.06,976.4,13-Aug-2010,,984.8,978.0,963.3,-,969.9,963.3,EQ,ICICIBANK,3419585,33445.55
399,,967.06,957.1,16-Aug-2010,,981.0,957.15,953.1,-,977.0,976.4,EQ,ICICIBANK,3146781,30431.14
400,,960.87,958.9,17-Aug-2010,,969.8,965.05,952.5,-,957.5,957.1,EQ,ICICIBANK,3164971,30411.1
401,,961.51,967.9,18-Aug-2010,,977.0,976.0,951.1,-,962.0,958.9,EQ,ICICIBANK,3277100,31509.58
402,,1000.16,1013.0,19-Aug-2010,,1015.9,1013.9,972.05,-,972.05,967.9,EQ,ICICIBANK,5695033,56959.16
403,,999.56,994.0,20-Aug-2010,,1009.95,992.1,991.6,-,1005.55,1013.0,EQ,ICICIBANK,2514532,25134.37
404,,1000.22,1011.5,23-Aug-2010,,1016.7,1011.55,985.0,-,993.5,994.0,EQ,ICICIBANK,3905192,39060.54
405,,1007.24,1001.7,24-Aug-2010,,1024.0,1000.0,998.0,-,1006.0,1011.5,EQ,ICICIBANK,3717305,37442.04
406,,989.74,984.3,25-Aug-2010,,1003.85,984.0,981.65,-,993.25,1001.7,EQ,ICICIBANK,3838212,37988.23
407,,984.23,983.55,26-Aug-2010,,995.0,987.6,976.1,-,985.0,984.3,EQ,ICICIBANK,4331942,42636.17
408,,973.72,957.45,27-Aug-2010,,990.0,955.1,953.25,-,990.0,983.55,EQ,ICICIBANK,2768834,26960.62
409,,969.45,967.9,30-Aug-2010,,980.95,972.7,958.15,-,966.9,957.45,EQ,ICICIBANK,1792891,17381.15
410,,970.25,977.7,31-Aug-2010,,981.5,978.15,960.0,-,962.0,967.9,EQ,ICICIBANK,3027524,29374.46
411,,994.16,995.0,01-Sep-2010,,1002.7,998.0,980.35,-,980.35,977.7,EQ,ICICIBANK,4194424,41699.42
412,,1002.69,1003.9,02-Sep-2010,,1008.3,1004.0,995.5,-,1003.2,995.0,EQ,ICICIBANK,2477553,24842.09
413,,1001.33,1001.0,03-Sep-2010,,1009.95,997.9,994.2,-,1004.0,1003.9,EQ,ICICIBANK,1910171,19127.13
414,,1029.41,1039.45,06-Sep-2010,,1048.0,1037.65,1001.0,-,1001.0,1001.0,EQ,ICICIBANK,4765817,49059.81
415,,1040.47,1038.6,07-Sep-2010,,1049.15,1036.5,1033.15,-,1040.0,1039.45,EQ,ICICIBANK,3708098,38581.66
416,,1030.42,1027.6,08-Sep-2010,,1041.25,1026.0,1023.8,-,1030.05,1038.6,EQ,ICICIBANK,2627842,27077.74
417,,1044.8,1050.2,09-Sep-2010,,1054.0,1043.0,1032.1,-,1035.05,1027.6,EQ,ICICIBANK,3536765,36952.13
418,,1091.28,1098.0,13-Sep-2010,,1103.65,1095.0,1055.1,-,1059.0,1050.2,EQ,ICICIBANK,4999269,54555.97
419,,1102.22,1100.15,14-Sep-2010,,1116.75,1101.6,1092.0,-,1102.0,1098.0,EQ,ICICIBANK,3930290,43320.6
420,,1101.75,1103.9,15-Sep-2010,,1109.9,1103.6,1095.15,-,1100.5,1100.15,EQ,ICICIBANK,3326158,36646.08
421,,1110.47,1103.55,16-Sep-2010,,1124.0,1103.7,1097.0,-,1100.0,1103.9,EQ,ICICIBANK,4500560,49977.59
422,,1114.79,1114.2,17-Sep-2010,,1122.0,1119.0,1105.0,-,1105.0,1103.55,EQ,ICICIBANK,3141964,35026.17
423,,1119.97,1127.75,20-Sep-2010,,1133.75,1126.9,1105.0,-,1115.0,1114.2,EQ,ICICIBANK,3136582,35128.92
424,,1121.66,1127.15,21-Sep-2010,,1132.8,1124.3,1105.05,-,1128.0,1127.75,EQ,ICICIBANK,4874260,54672.52
425,,1122.82,1126.1,22-Sep-2010,,1136.9,1119.5,1114.0,-,1124.45,1127.15,EQ,ICICIBANK,4436805,49817.5
426,,1109.32,1100.25,23-Sep-2010,,1148.0,1096.4,1080.35,-,1124.0,1126.1,EQ,ICICIBANK,2050899,22751.06
427,,1107.18,1114.1,24-Sep-2010,,1118.5,1111.95,1088.45,-,1100.0,1100.25,EQ,ICICIBANK,3027804,33523.37
428,,1121.42,1115.1,27-Sep-2010,,1130.85,1114.5,1110.0,-,1117.55,1114.1,EQ,ICICIBANK,3032927,34011.83
429,,1107.95,1110.7,28-Sep-2010,,1115.1,1110.65,1098.0,-,1112.0,1115.1,EQ,ICICIBANK,3584507,39714.68
430,,1103.65,1101.95,29-Sep-2010,,1117.0,1099.85,1095.65,-,1115.1,1110.7,EQ,ICICIBANK,2496279,27550.17
431,,1106.77,1112.95,30-Sep-2010,,1121.0,1118.0,1097.3,-,1100.0,1101.95,EQ,ICICIBANK,3909992,43274.72
432,,1130.85,1135.2,01-Oct-2010,,1137.85,1136.05,1116.0,-,1117.05,1112.95,EQ,ICICIBANK,3179105,35950.87
433,,1159.54,1156.15,04-Oct-2010,,1170.0,1157.25,1141.0,-,1141.0,1135.2,EQ,ICICIBANK,3139711,36406.36
434,,1149.8,1147.7,05-Oct-2010,,1158.8,1144.6,1141.75,-,1148.05,1156.15,EQ,ICICIBANK,2505483,28808.16
435,,1150.41,1149.15,06-Oct-2010,,1163.2,1147.0,1138.5,-,1161.0,1147.7,EQ,ICICIBANK,2497299,28729.23
436,,1140.91,1137.6,07-Oct-2010,,1151.0,1136.65,1131.9,-,1149.0,1149.15,EQ,ICICIBANK,2344429,26747.77
437,,1128.23,1126.2,08-Oct-2010,,1141.9,1125.0,1118.25,-,1141.0,1137.6,EQ,ICICIBANK,2777265,31333.98
438,,1132.67,1132.6,11-Oct-2010,,1145.95,1133.0,1123.65,-,1130.0,1126.2,EQ,ICICIBANK,2302266,26077.12
439,,1137.24,1138.7,12-Oct-2010,,1144.7,1139.95,1129.4,-,1136.0,1132.6,EQ,ICICIBANK,2526191,28728.81
440,,1150.13,1158.7,13-Oct-2010,,1164.8,1161.4,1136.2,-,1138.7,1138.7,EQ,ICICIBANK,4252138,48905.31
441,,1150.56,1139.7,14-Oct-2010,,1169.2,1141.0,1124.25,-,1164.95,1158.7,EQ,ICICIBANK,2765407,31817.78
442,,1128.8,1124.65,15-Oct-2010,,1143.0,1118.7,1118.1,-,1141.0,1139.7,EQ,ICICIBANK,2198705,24819.09
443,,1106.72,1116.15,18-Oct-2010,,1124.0,1116.0,1094.05,-,1120.0,1124.65,EQ,ICICIBANK,5810966,64311.09
444,,1132.46,1119.55,19-Oct-2010,,1154.4,1118.8,1113.5,-,1125.0,1116.15,EQ,ICICIBANK,3992090,45208.9
445,,1117.47,1113.9,20-Oct-2010,,1128.05,1112.25,1107.75,-,1114.0,1119.55,EQ,ICICIBANK,2263699,25296.2
446,,1119.28,1129.6,21-Oct-2010,,1131.85,1128.5,1103.1,-,1121.0,1113.9,EQ,ICICIBANK,3805812,42597.57
447,,1131.16,1131.85,22-Oct-2010,,1139.0,1130.05,1117.1,-,1135.0,1129.6,EQ,ICICIBANK,2147228,24288.63
448,,1148.14,1142.1,25-Oct-2010,,1157.9,1142.5,1135.0,-,1138.0,1131.85,EQ,ICICIBANK,2448493,28112.07
449,,1132.59,1131.15,26-Oct-2010,,1143.0,1129.75,1127.0,-,1142.0,1142.1,EQ,ICICIBANK,2198228,24896.89
450,,1110.24,1106.75,27-Oct-2010,,1129.3,1109.0,1088.6,-,1127.35,1131.15,EQ,ICICIBANK,3598048,39946.92
451,,1095.07,1089.05,28-Oct-2010,,1118.1,1092.4,1078.05,-,1114.5,1106.75,EQ,ICICIBANK,9111924,99782.0
452,,1122.27,1163.0,29-Oct-2010,,1177.0,1164.1,1074.0,-,1098.3,1089.05,EQ,ICICIBANK,9668301,108504.37
453,,1225.66,1232.0,01-Nov-2010,,1244.0,1235.5,1186.0,-,1186.25,1163.0,EQ,ICICIBANK,9525228,116746.48
454,,1225.48,1231.35,02-Nov-2010,,1246.7,1230.0,1209.25,-,1228.0,1232.0,EQ,ICICIBANK,4578468,56108.05
455,,1243.4,1238.65,03-Nov-2010,,1254.8,1246.5,1233.0,-,1245.0,1231.35,EQ,ICICIBANK,3226833,40122.49
456,,1258.31,1266.05,04-Nov-2010,,1270.55,1269.6,1241.0,-,1248.9,1238.65,EQ,ICICIBANK,2953238,37160.95
457,,1273.5,1273.35,05-Nov-2010,,1279.0,1270.0,1269.35,-,1271.25,1266.05,EQ,ICICIBANK,423588,5394.39
458,,1256.29,1255.3,08-Nov-2010,,1278.0,1258.6,1243.95,-,1273.0,1273.35,EQ,ICICIBANK,5364618,67395.27
459,,1262.18,1269.15,09-Nov-2010,,1277.8,1270.0,1248.15,-,1251.0,1255.3,EQ,ICICIBANK,3581904,45210.19
460,,1256.17,1255.2,10-Nov-2010,,1264.9,1258.7,1248.65,-,1260.0,1269.15,EQ,ICICIBANK,2220094,27888.15
461,,1249.49,1237.1,11-Nov-2010,,1264.9,1238.4,1232.1,-,1258.0,1255.2,EQ,ICICIBANK,2272096,28389.67
462,,1212.75,1200.45,12-Nov-2010,,1234.9,1201.5,1193.85,-,1233.0,1237.1,EQ,ICICIBANK,2761521,33490.27
463,,1222.04,1223.2,15-Nov-2010,,1236.9,1224.0,1197.35,-,1200.45,1200.45,EQ,ICICIBANK,4252182,51963.32
464,,1216.3,1202.3,16-Nov-2010,,1240.5,1206.3,1193.6,-,1232.0,1223.2,EQ,ICICIBANK,3953504,48086.44
465,,1164.18,1164.4,18-Nov-2010,,1207.45,1167.0,1138.8,-,1207.0,1202.3,EQ,ICICIBANK,7111339,82788.64
466,,1153.56,1148.7,19-Nov-2010,,1170.0,1150.0,1140.55,-,1166.9,1164.4,EQ,ICICIBANK,3195844,36866.07
467,,1170.32,1180.05,22-Nov-2010,,1193.15,1192.0,1145.15,-,1152.9,1148.7,EQ,ICICIBANK,3244856,37975.26
468,,1155.2,1156.95,23-Nov-2010,,1175.4,1153.95,1128.0,-,1172.0,1180.05,EQ,ICICIBANK,3751973,43342.82
469,,1148.32,1125.1,24-Nov-2010,,1174.9,1121.5,1114.25,-,1160.0,1156.95,EQ,ICICIBANK,4914885,56438.56
470,,1128.85,1116.25,25-Nov-2010,,1157.35,1127.05,1102.6,-,1136.0,1125.1,EQ,ICICIBANK,7603636,85834.01
471,,1121.78,1124.15,26-Nov-2010,,1152.6,1122.6,1091.25,-,1129.0,1116.25,EQ,ICICIBANK,5587204,62676.1
472,,1149.65,1154.3,29-Nov-2010,,1163.25,1152.2,1133.35,-,1136.0,1124.15,EQ,ICICIBANK,3736399,42955.51
473,,1142.56,1142.1,30-Nov-2010,,1156.7,1148.8,1127.65,-,1150.1,1154.3,EQ,ICICIBANK,5860932,66964.4
474,,1161.28,1167.45,01-Dec-2010,,1178.0,1165.5,1144.8,-,1150.0,1142.1,EQ,ICICIBANK,4193030,48692.89
475,,1190.49,1191.15,02-Dec-2010,,1202.0,1189.3,1180.0,-,1182.0,1167.45,EQ,ICICIBANK,3987877,47475.29
476,,1180.74,1181.45,03-Dec-2010,,1190.7,1186.0,1167.0,-,1186.0,1191.15,EQ,ICICIBANK,2687850,31736.58
477,,1167.09,1151.2,06-Dec-2010,,1195.2,1149.0,1143.2,-,1189.5,1181.45,EQ,ICICIBANK,3887953,45375.97
478,,1111.8,1110.5,07-Dec-2010,,1148.7,1112.15,1100.0,-,1148.7,1151.2,EQ,ICICIBANK,6303028,70076.89
479,,1100.12,1104.4,08-Dec-2010,,1113.5,1109.0,1085.25,-,1105.0,1110.5,EQ,ICICIBANK,4225424,46484.75
480,,1081.84,1058.3,09-Dec-2010,,1120.7,1056.25,1045.1,-,1104.05,1104.4,EQ,ICICIBANK,8412396,91008.74
481,,1094.47,1117.1,10-Dec-2010,,1125.0,1117.0,1041.1,-,1057.0,1058.3,EQ,ICICIBANK,6827525,74725.01
482,,1107.34,1120.4,13-Dec-2010,,1126.55,1118.0,1086.15,-,1126.0,1117.1,EQ,ICICIBANK,3636563,40269.23
483,,1117.3,1119.5,14-Dec-2010,,1133.0,1110.2,1103.35,-,1124.9,1120.4,EQ,ICICIBANK,2830159,31621.26
484,,1087.14,1078.7,15-Dec-2010,,1108.7,1079.9,1071.1,-,1102.0,1119.5,EQ,ICICIBANK,4781060,51977.02
485,,1091.02,1105.75,16-Dec-2010,,1112.15,1096.55,1068.1,-,1084.0,1078.7,EQ,ICICIBANK,4101682,44750.22
486,,1104.32,1100.05,20-Dec-2010,,1118.9,1095.7,1088.05,-,1099.7,1105.75,EQ,ICICIBANK,3212298,35473.94
487,,1133.75,1138.35,21-Dec-2010,,1143.0,1136.35,1102.0,-,1102.7,1100.05,EQ,ICICIBANK,4137814,46912.63
488,,1132.77,1131.75,22-Dec-2010,,1145.0,1133.0,1120.1,-,1145.0,1138.35,EQ,ICICIBANK,2692166,30496.18
489,,1131.84,1129.65,23-Dec-2010,,1140.0,1129.25,1122.8,-,1139.0,1131.75,EQ,ICICIBANK,1926646,21806.6
490,,1119.75,1118.15,24-Dec-2010,,1127.9,1122.15,1112.0,-,1117.0,1129.65,EQ,ICICIBANK,2034531,22781.56
491,,1129.04,1125.55,27-Dec-2010,,1136.0,1125.0,1118.25,-,1118.25,1118.15,EQ,ICICIBANK,1604653,18117.17
492,,1115.35,1111.85,28-Dec-2010,,1126.0,1112.0,1108.7,-,1126.0,1125.55,EQ,ICICIBANK,1544960,17231.72
493,,1123.05,1129.45,29-Dec-2010,,1132.0,1130.15,1109.1,-,1115.0,1111.85,EQ,ICICIBANK,2290701,25725.62
494,,1135.72,1136.85,30-Dec-2010,,1143.6,1132.0,1123.1,-,1123.1,1129.45,EQ,ICICIBANK,3741694,42495.02
495,,1143.14,1145.1,31-Dec-2010,,1148.2,1139.3,1135.0,-,1136.65,1136.85,EQ,ICICIBANK,1959891,22404.29
