,% Dly Qt to Traded Qty,Average Price,Close Price,Date,Deliverable Qty,High Price,Last Price,Low Price,No. of Trades,Open Price,Prev Close,Series,Symbol,Total Traded Quantity,Turnover in Lacs
14,100.0,980.0,980.0,16-Jan-2007,2720000.0,980.0,0.0,980.0,-,980.0,977.7,IL,ICICIBANK,2720000,26656.0
15,35.79,976.54,986.85,17-Jan-2007,354316.0,993.9,987.0,953.0,-,960.0,960.05,EQ,ICICIBANK,989916,9666.94
16,100.0,968.0,968.0,17-Jan-2007,220527.0,968.0,0.0,968.0,-,968.0,980.0,IL,ICICIBANK,220527,2134.7
17,42.67,980.68,971.25,18-Jan-2007,509879.0,995.0,972.5,960.3,-,986.85,986.85,EQ,ICICIBANK,1195056,11719.73
18,100.0,990.0,990.0,18-Jan-2007,1160000.0,990.0,0.0,990.0,-,990.0,968.0,IL,ICICIBANK,1160000,11484.0
19,26.17,977.06,985.4,19-Jan-2007,265055.0,992.0,986.0,954.15,-,971.25,971.25,EQ,ICICIBANK,1012846,9896.1
20,37.36,979.55,977.2,22-Jan-2007,371578.0,998.9,975.0,965.0,-,994.4,985.4,EQ,ICICIBANK,994572,9742.29
21,54.42,966.01,964.3,23-Jan-2007,797623.0,979.9,962.75,955.1,-,975.0,977.2,EQ,ICICIBANK,1465696,14158.83
22,50.9,972.24,974.55,24-Jan-2007,392375.0,999.0,976.0,968.3,-,999.0,964.3,EQ,ICICIBANK,770851,7494.51
23,65.95,983.68,991.45,25-Jan-2007,673339.0,1000.0,990.0,968.4,-,988.0,974.55,EQ,ICICIBANK,1021034,10043.66
24,100.0,985.0,985.0,25-Jan-2007,25000.0,985.0,0.0,985.0,-,985.0,990.0,IL,ICICIBANK,25000,246.25
25,50.79,965.92,955.95,29-Jan-2007,303764.0,991.45,952.95,950.3,-,991.45,991.45,EQ,ICICIBANK,598108,5777.25
26,40.76,954.23,941.1,31-Jan-2007,860125.0,977.0,937.0,931.2,-,970.0,955.95,EQ,ICICIBANK,2110099,20135.18
27,32.43,950.09,952.55,01-Feb-2007,263189.0,957.0,952.9,942.35,-,951.0,941.1,EQ,ICICIBANK,811547,7710.42
28,54.47,953.28,944.9,02-Feb-2007,908772.0,963.5,944.75,941.05,-,959.9,952.55,EQ,ICICIBANK,1668291,15903.48
29,42.06,947.45,946.8,05-Feb-2007,289879.0,959.65,948.0,938.15,-,959.65,944.9,EQ,ICICIBANK,689275,6530.56
30,39.07,964.76,957.9,06-Feb-2007,460750.0,976.5,962.1,946.5,-,949.85,946.8,EQ,ICICIBANK,1179342,11377.79
31,54.95,974.63,983.15,07-Feb-2007,1054416.0,989.9,981.1,960.0,-,961.0,957.9,EQ,ICICIBANK,1918719,18700.44
32,100.0,972.28,974.95,07-Feb-2007,116326.0,974.95,0.0,971.8,-,971.8,985.0,IL,ICICIBANK,116326,1131.01
33,33.28,995.12,999.7,08-Feb-2007,585124.0,1005.0,998.05,980.05,-,988.0,983.15,EQ,ICICIBANK,1758208,17496.32
34,44.13,996.02,996.15,09-Feb-2007,510005.0,1010.0,990.5,981.85,-,999.0,999.7,EQ,ICICIBANK,1155686,11510.82
35,42.71,962.88,966.15,12-Feb-2007,620864.0,990.1,962.0,936.55,-,990.1,996.15,EQ,ICICIBANK,1453769,13998.08
36,38.67,972.69,955.9,13-Feb-2007,590042.0,988.9,955.95,946.0,-,960.0,966.15,EQ,ICICIBANK,1525859,14841.87
37,42.29,911.4,914.4,14-Feb-2007,1328700.0,945.0,912.0,891.25,-,932.35,955.9,EQ,ICICIBANK,3141929,28635.54
38,100.0,920.0,920.0,14-Feb-2007,227102.0,920.0,0.0,920.0,-,920.0,974.95,IL,ICICIBANK,227102,2089.34
39,40.93,942.03,949.6,15-Feb-2007,597564.0,954.7,948.5,917.8,-,920.0,914.4,EQ,ICICIBANK,1459905,13752.69
40,42.92,973.86,980.2,19-Feb-2007,770131.0,985.9,981.0,944.3,-,952.4,949.6,EQ,ICICIBANK,1794315,17474.18
41,41.91,973.96,969.45,20-Feb-2007,391647.0,987.8,969.0,965.1,-,985.0,980.2,EQ,ICICIBANK,934396,9100.65
42,36.6,971.43,969.3,21-Feb-2007,302413.0,987.0,967.0,962.3,-,987.0,969.45,EQ,ICICIBANK,826372,8027.59
43,100.0,980.0,980.0,21-Feb-2007,275680.0,980.0,0.0,980.0,-,980.0,920.0,IL,ICICIBANK,275680,2701.66
44,37.88,961.3,946.2,22-Feb-2007,759636.0,982.0,950.85,938.2,-,974.0,969.3,EQ,ICICIBANK,2005395,19277.95
45,39.59,913.34,907.0,23-Feb-2007,710796.0,954.8,908.0,892.55,-,954.8,946.2,EQ,ICICIBANK,1795316,16397.39
46,38.22,899.21,904.0,26-Feb-2007,608486.0,923.45,904.0,876.0,-,913.8,907.0,EQ,ICICIBANK,1591987,14315.37
47,46.2,879.63,875.8,27-Feb-2007,1170831.0,904.0,875.1,855.6,-,904.0,904.0,EQ,ICICIBANK,2534492,22294.17
48,48.02,841.39,829.5,28-Feb-2007,1466007.0,859.0,824.0,801.5,-,849.8,875.8,EQ,ICICIBANK,3052888,25686.55
49,100.0,846.95,846.95,28-Feb-2007,50000.0,846.95,0.0,846.95,-,846.95,980.0,IL,ICICIBANK,50000,423.48
50,29.09,841.7,855.35,01-Mar-2007,314746.0,858.5,857.0,824.0,-,840.0,829.5,EQ,ICICIBANK,1081867,9106.02
51,100.0,840.0,840.0,01-Mar-2007,73000.0,840.0,0.0,840.0,-,840.0,846.95,IL,ICICIBANK,73000,613.2
52,41.47,845.58,842.9,02-Mar-2007,738790.0,859.0,855.1,835.2,-,850.0,855.35,EQ,ICICIBANK,1781591,15064.73
53,42.31,812.02,821.55,05-Mar-2007,881919.0,855.5,819.7,793.25,-,855.5,842.9,EQ,ICICIBANK,2084550,16926.9
54,100.0,816.84,820.0,05-Mar-2007,450960.0,822.0,0.0,805.0,-,814.0,840.0,IL,ICICIBANK,450960,3683.6
55,41.9,846.13,847.9,06-Mar-2007,632506.0,858.9,848.05,830.0,-,845.0,821.55,EQ,ICICIBANK,1509544,12772.76
56,42.78,843.09,828.65,07-Mar-2007,743936.0,882.5,822.0,818.0,-,882.5,847.9,EQ,ICICIBANK,1738837,14659.97
57,43.99,851.26,863.0,08-Mar-2007,671334.0,868.85,867.9,824.0,-,831.0,828.65,EQ,ICICIBANK,1526232,12992.22
58,42.2,863.47,858.6,09-Mar-2007,654062.0,878.7,859.0,846.0,-,871.65,863.0,EQ,ICICIBANK,1549962,13383.41
59,54.76,869.31,868.7,12-Mar-2007,920369.0,879.7,876.1,855.6,-,865.0,858.6,EQ,ICICIBANK,1680876,14612.08
60,100.0,869.0,869.0,12-Mar-2007,34000.0,869.0,0.0,869.0,-,869.0,820.0,IL,ICICIBANK,34000,295.46
61,46.09,873.33,877.6,13-Mar-2007,512606.0,881.0,878.9,866.35,-,871.25,868.7,EQ,ICICIBANK,1112065,9712.0
62,44.86,835.77,829.4,14-Mar-2007,462828.0,849.8,826.9,817.05,-,849.8,877.6,EQ,ICICIBANK,1031681,8622.44
63,100.0,842.5,845.0,14-Mar-2007,80000.0,845.0,0.0,840.0,-,840.0,869.0,IL,ICICIBANK,80000,674.0
64,38.15,828.18,823.9,15-Mar-2007,648761.0,852.4,821.0,815.1,-,835.0,829.4,EQ,ICICIBANK,1700382,14082.19
65,29.18,814.21,810.0,16-Mar-2007,363285.0,830.0,808.0,801.1,-,822.7,823.9,EQ,ICICIBANK,1245172,10138.34
66,100.0,827.28,810.0,16-Mar-2007,1176765.0,838.0,0.0,810.0,-,830.0,845.0,IL,ICICIBANK,1176765,9735.09
67,28.36,813.37,822.55,19-Mar-2007,264698.0,828.0,825.0,798.5,-,828.0,810.0,EQ,ICICIBANK,933246,7590.78
68,100.0,822.9,828.0,19-Mar-2007,249332.0,830.0,0.0,820.0,-,820.0,810.0,IL,ICICIBANK,249332,2051.75
69,42.17,829.81,824.0,20-Mar-2007,389933.0,835.95,822.0,820.15,-,833.8,822.55,EQ,ICICIBANK,924571,7672.21
70,37.33,854.87,870.55,21-Mar-2007,819041.0,874.7,868.1,826.0,-,828.0,824.0,EQ,ICICIBANK,2193939,18755.42
71,50.45,895.8,899.6,22-Mar-2007,1148277.0,990.0,896.1,878.0,-,970.35,870.55,EQ,ICICIBANK,2276034,20388.71
72,35.02,898.22,891.6,23-Mar-2007,789658.0,917.0,898.55,870.0,-,870.0,899.6,EQ,ICICIBANK,2255056,20255.29
73,38.87,886.6,875.7,26-Mar-2007,589674.0,907.2,878.5,870.0,-,899.0,891.6,EQ,ICICIBANK,1517051,13450.14
74,36.67,858.27,857.85,28-Mar-2007,388845.0,870.0,858.15,851.5,-,866.1,875.7,EQ,ICICIBANK,1060252,9099.86
75,100.0,870.0,870.0,28-Mar-2007,4428000.0,870.0,0.0,870.0,-,870.0,828.0,IL,ICICIBANK,4428000,38523.6
76,47.58,850.35,855.3,29-Mar-2007,1203010.0,868.7,854.05,837.0,-,859.45,857.85,EQ,ICICIBANK,2528223,21498.8
77,100.0,860.0,860.0,29-Mar-2007,4400000.0,860.0,0.0,860.0,-,860.0,870.0,IL,ICICIBANK,4400000,37840.0
78,42.99,855.81,853.35,30-Mar-2007,523264.0,863.55,852.0,803.65,-,803.65,855.3,EQ,ICICIBANK,1217042,10415.53
79,100.0,864.93,857.0,30-Mar-2007,4090042.0,866.0,0.0,857.0,-,865.0,860.0,IL,ICICIBANK,4090042,35376.11
80,40.37,809.34,803.95,02-Apr-2007,738667.0,829.7,805.3,800.05,-,820.6,853.35,EQ,ICICIBANK,1829939,14810.49
81,34.59,805.49,807.9,03-Apr-2007,578929.0,814.6,808.0,791.0,-,808.0,803.95,EQ,ICICIBANK,1673785,13482.23
82,100.0,827.29,830.0,03-Apr-2007,1517818.0,830.0,0.0,815.0,-,815.0,857.0,IL,ICICIBANK,1517818,12556.76
83,25.05,823.36,820.95,04-Apr-2007,214180.0,831.85,817.55,816.0,-,817.0,807.9,EQ,ICICIBANK,854920,7039.07
84,100.0,850.0,850.0,04-Apr-2007,274000.0,850.0,0.0,850.0,-,850.0,830.0,IL,ICICIBANK,274000,2329.0
85,19.06,827.66,838.65,05-Apr-2007,142989.0,843.9,837.0,811.0,-,823.0,820.95,EQ,ICICIBANK,750387,6210.64
86,100.0,841.3,841.3,05-Apr-2007,24000.0,841.3,0.0,841.3,-,841.3,850.0,IL,ICICIBANK,24000,201.91
87,28.59,855.92,858.25,09-Apr-2007,193352.0,882.5,863.0,825.0,-,882.5,838.65,EQ,ICICIBANK,676208,5787.8
88,26.02,850.2,857.75,10-Apr-2007,262219.0,864.0,855.9,838.55,-,858.25,858.25,EQ,ICICIBANK,1007795,8568.29
89,100.0,880.0,880.0,10-Apr-2007,400000.0,880.0,0.0,880.0,-,880.0,841.3,IL,ICICIBANK,400000,3520.0
90,22.32,864.25,859.5,11-Apr-2007,151587.0,871.85,860.3,852.25,-,858.0,857.75,EQ,ICICIBANK,679048,5868.65
91,42.27,849.44,849.25,12-Apr-2007,321263.0,854.85,847.5,834.6,-,840.0,859.5,EQ,ICICIBANK,760069,6456.36
92,42.12,869.26,873.45,13-Apr-2007,384693.0,879.0,875.0,851.0,-,864.0,849.25,EQ,ICICIBANK,913272,7938.7
93,0.0,875.0,875.0,13-Apr-2007,0.0,875.0,0.0,875.0,-,875.0,880.0,IL,ICICIBANK,1,0.01
94,35.04,888.66,888.25,16-Apr-2007,237697.0,893.8,887.4,878.0,-,881.0,873.45,EQ,ICICIBANK,678357,6028.31
95,100.0,891.67,890.0,16-Apr-2007,180000.0,892.0,0.0,890.0,-,892.0,875.0,IL,ICICIBANK,180000,1605.0
96,30.92,891.38,894.0,17-Apr-2007,288543.0,899.0,894.0,882.1,-,899.0,888.25,EQ,ICICIBANK,933329,8319.52
97,29.21,902.9,898.95,18-Apr-2007,237231.0,911.0,897.0,891.0,-,895.0,894.0,EQ,ICICIBANK,812251,7333.84
98,100.0,911.0,911.0,18-Apr-2007,134804.0,911.0,0.0,911.0,-,911.0,890.0,IL,ICICIBANK,134804,1228.06
99,30.86,898.48,905.15,19-Apr-2007,314571.0,912.0,912.0,875.15,-,895.0,898.95,EQ,ICICIBANK,1019206,9157.39
100,37.82,912.54,916.7,20-Apr-2007,375244.0,921.0,915.25,903.0,-,906.0,905.15,EQ,ICICIBANK,992071,9053.04
101,22.07,913.01,917.55,23-Apr-2007,140364.0,924.5,916.0,902.35,-,915.0,916.7,EQ,ICICIBANK,636066,5807.33
102,39.25,944.51,950.1,24-Apr-2007,871181.0,959.0,946.0,905.0,-,905.0,917.55,EQ,ICICIBANK,2219636,20964.63
103,51.75,953.61,962.9,25-Apr-2007,1040952.0,970.9,964.0,935.0,-,955.0,950.1,EQ,ICICIBANK,2011589,19182.7
104,51.05,978.86,961.45,26-Apr-2007,1104869.0,994.7,955.1,955.05,-,965.2,962.9,EQ,ICICIBANK,2164222,21184.81
105,100.0,984.0,984.0,26-Apr-2007,99599.0,984.0,0.0,984.0,-,984.0,911.0,IL,ICICIBANK,99599,980.05
106,41.69,939.26,935.15,27-Apr-2007,519668.0,964.7,930.55,930.0,-,964.7,961.45,EQ,ICICIBANK,1246471,11707.63
107,100.0,940.0,940.0,27-Apr-2007,220527.0,940.0,0.0,940.0,-,940.0,984.0,IL,ICICIBANK,220527,2072.95
108,44.15,860.55,865.85,30-Apr-2007,1772858.0,890.0,867.05,842.1,-,890.0,935.15,EQ,ICICIBANK,4015266,34553.19
109,47.92,871.4,869.9,03-May-2007,1065645.0,898.0,866.0,864.65,-,898.0,865.85,EQ,ICICIBANK,2223603,19376.37
110,100.0,875.0,875.0,03-May-2007,60000.0,875.0,0.0,875.0,-,875.0,940.0,IL,ICICIBANK,60000,525.0
111,51.64,865.59,855.85,04-May-2007,1176186.0,878.85,854.0,852.0,-,878.85,869.9,EQ,ICICIBANK,2277731,19715.73
112,42.94,851.93,843.75,07-May-2007,700008.0,874.45,842.9,841.0,-,874.45,855.85,EQ,ICICIBANK,1630315,13889.16
113,100.0,855.0,855.0,07-May-2007,200000.0,855.0,0.0,855.0,-,855.0,875.0,IL,ICICIBANK,200000,1710.0
114,32.34,848.95,839.8,08-May-2007,479244.0,860.0,839.0,837.0,-,845.0,843.75,EQ,ICICIBANK,1481959,12581.02
115,100.0,850.0,850.0,08-May-2007,100000.0,850.0,0.0,850.0,-,850.0,855.0,IL,ICICIBANK,100000,850.0
116,33.51,840.74,849.35,09-May-2007,546420.0,852.45,851.2,826.3,-,845.0,839.8,EQ,ICICIBANK,1630686,13709.77
117,34.49,849.94,842.95,10-May-2007,388598.0,860.0,841.9,841.05,-,859.0,849.35,EQ,ICICIBANK,1126681,9576.14
118,100.0,859.39,842.0,10-May-2007,200000.0,862.0,0.0,842.0,-,862.0,850.0,IL,ICICIBANK,200000,1718.79
119,31.18,845.36,848.45,11-May-2007,536248.0,860.0,848.05,822.15,-,835.0,842.95,EQ,ICICIBANK,1720026,14540.43
120,32.58,866.95,870.4,14-May-2007,345608.0,873.7,868.9,852.0,-,855.1,848.45,EQ,ICICIBANK,1060796,9196.62
121,100.0,875.0,875.0,14-May-2007,350000.0,875.0,0.0,875.0,-,875.0,842.0,IL,ICICIBANK,350000,3062.5
122,38.72,883.4,886.85,15-May-2007,665332.0,889.9,887.0,870.0,-,870.0,870.4,EQ,ICICIBANK,1718109,15177.83
123,42.31,903.62,918.6,16-May-2007,875524.0,923.8,922.3,886.85,-,886.85,886.85,EQ,ICICIBANK,2069189,18697.55
124,100.0,908.0,908.0,16-May-2007,90000.0,908.0,0.0,908.0,-,908.0,875.0,IL,ICICIBANK,90000,817.2
125,53.21,941.2,938.05,17-May-2007,1245207.0,954.5,936.05,931.4,-,935.0,918.6,EQ,ICICIBANK,2339966,22023.72
126,100.0,947.8,946.0,17-May-2007,512200.0,950.0,0.0,946.0,-,950.0,908.0,IL,ICICIBANK,512200,4854.61
127,42.67,947.34,951.15,18-May-2007,718117.0,954.9,954.75,930.0,-,930.0,938.05,EQ,ICICIBANK,1682990,15943.67
128,52.99,953.51,943.0,21-May-2007,1017669.0,964.0,942.9,935.3,-,955.0,951.15,EQ,ICICIBANK,1920509,18312.16
129,100.0,955.0,955.0,21-May-2007,200000.0,955.0,0.0,955.0,-,955.0,946.0,IL,ICICIBANK,200000,1910.0
130,57.61,933.9,928.55,22-May-2007,899383.0,946.0,927.05,924.15,-,943.8,943.0,EQ,ICICIBANK,1561218,14580.27
131,35.73,923.92,917.85,23-May-2007,372328.0,945.0,915.0,913.0,-,945.0,928.55,EQ,ICICIBANK,1042174,9628.88
132,38.79,917.19,911.3,24-May-2007,395222.0,930.0,910.0,905.1,-,910.0,917.85,EQ,ICICIBANK,1018748,9343.81
133,34.0,909.1,912.7,25-May-2007,352696.0,917.2,910.75,881.25,-,900.0,911.3,EQ,ICICIBANK,1037336,9430.42
134,44.52,927.17,922.8,28-May-2007,439542.0,935.05,921.5,916.0,-,918.85,912.7,EQ,ICICIBANK,987340,9154.29
135,48.07,921.93,920.6,29-May-2007,375891.0,931.0,920.15,917.0,-,923.0,922.8,EQ,ICICIBANK,782042,7209.88
136,44.96,915.03,913.65,30-May-2007,295922.0,921.95,912.0,908.1,-,918.8,920.6,EQ,ICICIBANK,658237,6023.08
137,52.64,917.42,919.15,31-May-2007,582021.0,927.9,920.0,910.0,-,927.9,913.65,EQ,ICICIBANK,1105572,10142.73
138,51.82,931.21,930.45,01-Jun-2007,639396.0,938.8,927.15,922.1,-,925.0,919.15,EQ,ICICIBANK,1233813,11489.43
139,36.0,931.74,933.35,04-Jun-2007,263800.0,941.0,934.0,922.1,-,930.45,930.45,EQ,ICICIBANK,732738,6827.18
140,50.19,941.98,939.05,05-Jun-2007,802822.0,950.7,935.15,927.25,-,933.75,933.35,EQ,ICICIBANK,1599488,15066.81
141,43.17,923.72,911.2,06-Jun-2007,359948.0,941.0,912.5,910.0,-,941.0,939.05,EQ,ICICIBANK,833750,7701.52
142,25.35,912.33,909.1,07-Jun-2007,162681.0,923.9,909.5,900.0,-,910.0,911.2,EQ,ICICIBANK,641712,5854.5
143,28.76,904.29,903.45,08-Jun-2007,219549.0,914.4,905.5,888.0,-,900.0,909.1,EQ,ICICIBANK,763455,6903.87
144,100.0,911.0,911.0,08-Jun-2007,1000000.0,911.0,0.0,911.0,-,911.0,955.0,IL,ICICIBANK,1000000,9110.0
145,36.08,908.82,901.95,11-Jun-2007,149949.0,922.0,900.0,900.0,-,920.0,903.45,EQ,ICICIBANK,415659,3777.6
146,44.29,910.72,919.35,12-Jun-2007,298200.0,923.3,920.1,896.0,-,903.0,901.95,EQ,ICICIBANK,673361,6132.45
147,100.0,916.8,917.0,12-Jun-2007,392000.0,917.0,0.0,912.3,-,912.3,911.0,IL,ICICIBANK,392000,3593.84
148,35.07,921.86,913.95,13-Jun-2007,443540.0,936.35,910.0,910.0,-,921.1,919.35,EQ,ICICIBANK,1264751,11659.25
149,35.81,909.11,905.85,14-Jun-2007,337877.0,925.0,906.0,901.55,-,915.0,913.95,EQ,ICICIBANK,943407,8576.56
150,100.0,915.0,915.0,14-Jun-2007,35545.0,915.0,0.0,915.0,-,915.0,917.0,IL,ICICIBANK,35545,325.24
151,46.65,914.88,908.7,15-Jun-2007,758759.0,922.75,905.7,903.0,-,914.65,905.85,EQ,ICICIBANK,1626381,14879.49
152,100.0,924.85,925.0,15-Jun-2007,721118.0,925.0,0.0,920.0,-,920.0,915.0,IL,ICICIBANK,721118,6669.29
153,45.55,919.65,918.75,18-Jun-2007,378368.0,926.1,919.8,915.0,-,926.1,908.7,EQ,ICICIBANK,830623,7638.84
154,47.69,934.57,945.15,19-Jun-2007,891875.0,949.9,942.5,920.2,-,922.0,918.75,EQ,ICICIBANK,1870028,17476.68
155,42.58,953.98,948.15,20-Jun-2007,628009.0,961.7,946.0,946.0,-,950.0,945.15,EQ,ICICIBANK,1474952,14070.79
156,51.1,947.84,949.95,21-Jun-2007,678923.0,954.0,949.1,938.75,-,954.0,948.15,EQ,ICICIBANK,1328665,12593.57
157,47.95,957.46,954.55,22-Jun-2007,1014335.0,966.75,951.0,947.3,-,949.95,949.95,EQ,ICICIBANK,2115293,20253.08
158,100.0,955.64,965.0,22-Jun-2007,94100.0,965.0,0.0,955.0,-,955.0,925.0,IL,ICICIBANK,94100,899.26
159,45.3,949.91,952.6,25-Jun-2007,509490.0,955.0,953.0,930.0,-,955.0,954.55,EQ,ICICIBANK,1124580,10682.54
160,100.0,979.51,982.5,25-Jun-2007,628000.0,982.5,0.0,970.0,-,970.0,965.0,IL,ICICIBANK,628000,6151.35
161,53.36,945.52,945.9,26-Jun-2007,419898.0,965.0,945.95,930.0,-,965.0,952.6,EQ,ICICIBANK,786856,7439.9
162,100.0,965.05,965.05,26-Jun-2007,1025000.0,965.05,0.0,965.0,-,965.0,982.5,IL,ICICIBANK,1025000,9891.75
163,50.74,940.65,938.05,27-Jun-2007,261939.0,948.0,938.0,935.25,-,944.5,945.9,EQ,ICICIBANK,516263,4856.2
164,59.57,941.06,942.85,28-Jun-2007,593843.0,948.0,944.7,935.25,-,942.0,938.05,EQ,ICICIBANK,996907,9381.5
165,59.06,955.8,955.45,29-Jun-2007,939728.0,959.05,954.6,944.1,-,944.1,942.85,EQ,ICICIBANK,1591163,15208.35
166,100.0,969.54,969.0,29-Jun-2007,206049.0,970.05,0.0,969.0,-,970.05,965.05,IL,ICICIBANK,206049,1997.73
167,43.39,950.24,950.2,02-Jul-2007,279453.0,981.5,952.0,945.0,-,981.5,955.45,EQ,ICICIBANK,644010,6119.63
168,49.01,965.88,966.7,03-Jul-2007,721984.0,974.95,966.95,945.6,-,953.0,950.2,EQ,ICICIBANK,1473215,14229.51
169,44.89,975.49,985.95,04-Jul-2007,684947.0,994.0,987.0,958.55,-,975.0,966.7,EQ,ICICIBANK,1525999,14885.99
170,47.99,993.5,1003.65,05-Jul-2007,1639338.0,1009.0,1003.0,970.1,-,991.0,985.95,EQ,ICICIBANK,3416338,33941.29
171,54.34,984.4,981.5,06-Jul-2007,2781899.0,1010.0,979.0,977.15,-,1000.0,1003.65,EQ,ICICIBANK,5119543,50396.99
172,100.0,997.42,996.55,06-Jul-2007,444156.0,1000.0,0.0,995.0,-,1000.0,969.0,IL,ICICIBANK,444156,4430.09
173,50.89,971.73,970.7,09-Jul-2007,1197063.0,983.7,969.5,952.65,-,979.9,981.5,EQ,ICICIBANK,2352097,22855.96
174,100.0,980.79,981.5,09-Jul-2007,723662.0,984.0,0.0,977.25,-,984.0,996.55,IL,ICICIBANK,723662,7097.61
175,49.57,968.58,963.95,10-Jul-2007,569542.0,975.95,962.25,960.2,-,970.7,970.7,EQ,ICICIBANK,1148913,11128.16
176,100.0,984.09,985.5,10-Jul-2007,170000.0,985.5,0.0,983.0,-,983.0,981.5,IL,ICICIBANK,170000,1672.95
177,54.25,957.61,953.55,11-Jul-2007,581398.0,967.15,952.95,950.5,-,960.0,963.95,EQ,ICICIBANK,1071791,10263.56
178,100.0,977.63,973.0,11-Jul-2007,465247.0,981.0,0.0,973.0,-,980.0,985.5,IL,ICICIBANK,465247,4548.41
179,48.03,969.74,967.65,12-Jul-2007,554433.0,977.1,969.9,957.15,-,964.0,953.55,EQ,ICICIBANK,1154284,11193.54
180,100.0,986.42,980.0,12-Jul-2007,597900.0,993.0,0.0,978.5,-,978.5,973.0,IL,ICICIBANK,597900,5897.8
181,52.19,980.81,972.5,13-Jul-2007,1228921.0,991.25,971.9,967.65,-,976.0,967.65,EQ,ICICIBANK,2354819,23096.34
182,100.0,1000.41,1001.0,13-Jul-2007,137263.0,1001.0,0.0,1000.0,-,1000.0,980.0,IL,ICICIBANK,137263,1373.19
183,40.5,972.41,970.9,16-Jul-2007,369855.0,978.9,970.0,966.35,-,972.5,972.5,EQ,ICICIBANK,913215,8880.15
184,50.58,980.93,973.7,17-Jul-2007,907705.0,988.7,976.0,948.0,-,948.0,970.9,EQ,ICICIBANK,1794770,17605.48
185,36.47,975.58,983.35,18-Jul-2007,369520.0,987.0,985.6,965.1,-,975.0,973.7,EQ,ICICIBANK,1013184,9884.46
186,40.82,991.69,989.6,19-Jul-2007,750040.0,999.9,990.95,981.55,-,990.0,983.35,EQ,ICICIBANK,1837438,18221.69
187,100.0,1010.0,1010.0,19-Jul-2007,200000.0,1010.0,0.0,1010.0,-,1010.0,1001.0,IL,ICICIBANK,200000,2020.0
188,41.14,995.45,985.85,20-Jul-2007,694198.0,1003.5,987.05,982.1,-,994.4,989.6,EQ,ICICIBANK,1687420,16797.48
189,56.99,971.69,970.1,23-Jul-2007,814511.0,983.0,969.05,956.3,-,983.0,985.85,EQ,ICICIBANK,1429171,13887.06
190,100.0,981.72,980.0,23-Jul-2007,753259.0,982.5,0.0,980.0,-,980.0,1010.0,IL,ICICIBANK,753259,7394.9
191,38.7,976.69,969.65,24-Jul-2007,517923.0,991.15,968.0,966.15,-,970.0,970.1,EQ,ICICIBANK,1338163,13069.77
192,100.0,984.92,985.0,24-Jul-2007,650000.0,990.0,0.0,980.0,-,980.0,980.0,IL,ICICIBANK,650000,6402.0
193,46.88,960.93,958.4,25-Jul-2007,541468.0,968.7,957.2,952.0,-,968.25,969.65,EQ,ICICIBANK,1155122,11099.94
194,100.0,975.0,975.0,25-Jul-2007,100000.0,975.0,0.0,975.0,-,975.0,985.0,IL,ICICIBANK,100000,975.0
195,63.83,948.8,944.55,26-Jul-2007,994633.0,967.4,945.6,941.15,-,961.0,958.4,EQ,ICICIBANK,1558169,14783.88
