,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover in Lacs,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
29,ICICIBANK,EQ,12-Feb-2016,199.25,196.6,198.4,190.5,191.95,193.55,193.63,37977751,73537.57,194001,21863385,57.57
30,ICICIBANK,EQ,15-Feb-2016,193.55,193.9,207.3,193.9,203.65,203.5,202.27,31027590,62760.26,149142,18594454,59.93
31,ICICIBANK,EQ,16-Feb-2016,203.5,207.0,207.0,195.5,195.7,196.6,200.35,18996320,38059.99,97124,9881332,52.02
32,ICICIBANK,EQ,17-Feb-2016,196.6,196.5,197.15,188.85,192.1,190.75,192.02,26174650,50259.35,172354,13877903,53.02
33,ICICIBANK,EQ,18-Feb-2016,190.75,193.5,199.0,193.2,195.65,196.15,196.28,29327525,57563.71,169144,17287639,58.95
34,ICICIBANK,EQ,19-Feb-2016,196.15,195.8,201.45,195.25,198.1,198.8,199.37,16015891,31930.87,125615,7547988,47.13
35,ICICIBANK,EQ,22-Feb-2016,198.8,197.5,201.3,196.45,198.65,198.45,198.72,15970717,31736.23,118346,9592072,60.06
36,ICICIBANK,EQ,23-Feb-2016,198.45,199.4,199.4,190.25,191.9,192.0,193.48,18183622,35182.23,150035,10056996,55.31
37,ICICIBANK,EQ,24-Feb-2016,192.0,189.0,191.2,185.85,187.0,187.0,188.32,18777238,35361.42,133662,8936725,47.59
38,ICICIBANK,EQ,25-Feb-2016,187.0,187.7,189.0,181.55,182.75,183.0,184.43,34855181,64284.47,159744,24865495,71.34
39,ICICIBANK,EQ,26-Feb-2016,183.0,184.3,185.95,180.75,185.0,184.8,183.07,22443448,41086.58,133970,11591577,51.65
40,ICICIBANK,EQ,29-Feb-2016,184.8,184.8,195.9,181.7,191.7,190.05,189.39,39554942,74912.43,203534,21132989,53.43
41,ICICIBANK,EQ,01-Mar-2016,190.05,195.25,206.45,195.25,205.25,204.95,201.96,24748811,49982.94,154372,10298752,41.61
42,ICICIBANK,EQ,02-Mar-2016,204.95,211.7,221.4,211.1,220.5,220.0,216.9,37060501,80382.82,174715,20443104,55.16
43,ICICIBANK,EQ,03-Mar-2016,220.0,218.6,220.3,214.2,217.6,218.0,217.54,20821564,45294.65,110306,11278102,54.17
44,ICICIBANK,EQ,04-Mar-2016,218.0,221.75,224.4,219.05,221.5,220.5,221.57,22267020,49336.47,116867,10997624,49.39
45,ICICIBANK,EQ,08-Mar-2016,220.5,219.95,219.95,214.3,216.8,216.85,217.08,17166366,37264.17,97266,9044689,52.69
46,ICICIBANK,EQ,09-Mar-2016,216.85,212.8,217.9,210.05,217.1,216.35,214.05,15727864,33665.94,146176,7987231,50.78
47,ICICIBANK,EQ,10-Mar-2016,216.35,218.0,218.85,214.6,215.9,215.5,216.43,12319323,26662.95,100822,6218271,50.48
48,ICICIBANK,EQ,11-Mar-2016,215.5,213.35,218.55,212.6,214.85,213.85,215.28,13526929,29120.47,71737,5882141,43.48
49,ICICIBANK,EQ,14-Mar-2016,213.85,219.0,222.8,218.65,221.05,221.65,221.24,15206142,33641.85,103039,6531627,42.95
50,ICICIBANK,EQ,15-Mar-2016,221.65,222.8,224.85,220.5,221.05,221.35,222.16,12250507,27215.65,87315,6170099,50.37
51,ICICIBANK,EQ,16-Mar-2016,221.35,219.9,227.4,218.55,227.05,226.4,222.41,15586211,34665.53,85798,7607458,48.81
52,ICICIBANK,EQ,17-Mar-2016,226.4,230.0,236.25,224.95,225.55,227.75,231.54,29446497,68179.63,176855,15288558,51.92
53,ICICIBANK,EQ,18-Mar-2016,227.75,228.2,231.45,226.15,229.9,230.2,229.18,16700892,38275.11,84358,8754297,52.42
54,ICICIBANK,EQ,21-Mar-2016,230.2,231.55,235.6,231.45,235.15,234.85,233.72,13471290,31484.61,124474,7472056,55.47
55,ICICIBANK,EQ,22-Mar-2016,234.85,234.6,234.6,230.6,233.55,233.6,232.87,11153865,25973.94,74725,5735882,51.43
56,ICICIBANK,EQ,23-Mar-2016,233.6,231.45,235.0,230.8,233.3,234.2,232.96,15443209,35976.33,82659,10012272,64.83
57,ICICIBANK,EQ,28-Mar-2016,234.2,234.0,234.0,223.9,226.4,225.45,227.6,18376559,41824.62,162065,12431874,67.65
58,ICICIBANK,EQ,29-Mar-2016,225.45,223.3,226.95,222.4,224.0,223.4,224.73,18588893,41775.42,87554,12747415,68.58
59,ICICIBANK,EQ,30-Mar-2016,223.4,228.5,239.0,226.8,237.9,237.5,232.91,20923953,48734.77,125270,12684953,60.62
60,ICICIBANK,EQ,31-Mar-2016,237.5,238.2,241.35,233.7,234.9,236.65,237.45,27831004,66084.92,228360,16798577,60.36
61,ICICIBANK,EQ,01-Apr-2016,236.65,236.0,239.45,232.7,237.7,238.3,236.04,14252139,33640.8,120912,7035357,49.36
62,ICICIBANK,EQ,04-Apr-2016,238.3,240.25,241.05,234.65,239.35,238.75,237.84,15196898,36143.78,139994,8955302,58.93
63,ICICIBANK,EQ,05-Apr-2016,238.75,236.4,237.5,225.0,225.9,225.6,230.65,24133935,55665.96,156017,11365856,47.09
64,ICICIBANK,EQ,06-Apr-2016,225.6,227.3,228.0,220.1,223.0,222.55,223.06,17441770,38905.36,111577,8845650,50.72
65,ICICIBANK,EQ,07-Apr-2016,222.55,222.8,224.25,219.15,220.95,220.3,221.4,16113210,35675.04,105650,8099290,50.26
66,ICICIBANK,EQ,08-Apr-2016,220.3,220.55,223.8,219.55,221.5,221.25,221.72,9078974,20129.91,60882,4601991,50.69
67,ICICIBANK,EQ,11-Apr-2016,221.25,222.2,225.2,219.1,224.9,224.7,222.21,18012687,40025.31,87795,10813994,60.04
68,ICICIBANK,EQ,12-Apr-2016,224.7,224.3,230.9,223.8,228.8,228.75,228.45,18722056,42769.92,110556,11556645,61.73
69,ICICIBANK,EQ,13-Apr-2016,228.75,233.1,244.2,233.05,240.25,240.65,240.17,23894084,57387.23,221726,12611300,52.78
